0.08,9,0,0,0,-66
0.16,9.264395,0,10,0,-68
0.24,9.163903,0,20,0,-55
0.32,8.790648,0,30,10,-64
0.4,9.360102,0,50,45,-59
0.48,8.627946,0,60,50,-63
0.56,10.307596,0,70,50,-64
0.64,8.623161,0,80,35,-64
0.72,7.599101,0,90,60,-54
0.8,10.786129,0,100,70,-59
0.88,10.786129,0,110,70,-55
0.96,9.766854,0,120,70,-52
1.04,8.403036,0,130,70,-55
1.12,8.417392,0,140,65,-72
1.2,9.929555,0,150,50,-60
1.28,9.072982,0,160,45,-54
1.36,8.886353,0,170,50,-63
1.44,10.116183,0,180,35,-60
1.52,8.666228,0,200,0,-55
1.6,8.738009,0,210,0,-75
1.68,9.001202,0,220,20,-62
1.76,8.54181,0,230,50,-61
1.84,9.345745,0,240,50,-58
1.92,8.8385,0,250,15,-55
2,8.919851,0,,,
2.08,8.991631,0,,,
2.16,8.675799,0,,,
2.24,8.986846,0,,,
2.32,8.656658,0,,,
2.4,9.541944,0,,,
2.48,9.135191,0,,,
2.56,9.374457,0,,,
2.64,9.029914,0,,,
2.72,8.924637,0,,,
2.8,9.168689,0,,,
2.88,9.168689,0,,,
2.96,8.565737,0,,,
3.04,9.345745,0,,,
3.12,8.876783,0,,,
3.2,9.283536,0,,,
3.28,8.929422,0,,,
3.36,9.364886,0,,,
3.44,9.331389,0,,,
3.52,8.90071,0,,,
3.6,9.049055,0,,,
3.68,8.575308,0,,,
3.76,9.293107,0,,,
3.84,8.886353,0,,,
3.92,9.302677,0,,,
4,9.072982,0,,,
4.08,9.336175,0,,,
4.16,9.130405,0,,,
4.24,8.876783,0,,,
4.32,9.178259,0,,,
4.4,8.589664,0,,,
4.48,9.206971,0,,,
4.56,8.632731,0,,,
4.64,9.369672,0,,,
4.72,9.130405,0,,,
4.8,9.159118,0,,,
4.88,9.159118,0,,,
4.96,9.058625,0,,,
5.04,9.053841,0,,,
5.12,9.130405,0,,,
5.2,8.733223,0,,,
5.28,9.149548,0,,,
5.36,8.742794,0,,,
5.44,9.11605,0,,,
